domain,intent,utterance
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci  la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci  la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci  la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci  la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci qual è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dicci quale è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi  la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi qual è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dimmi quale è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì  la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì qual è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dì quale è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","qual è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","quale è la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è l' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è l' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è l' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è l' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova l' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova l' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova l' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova l' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è l' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è l' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è l' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è l' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dov'è la stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove si trova la stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","dove è la stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione dell' I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione dell' ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione dell' S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione dell' SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della I S S"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della ISS"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della S S I"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della SSI"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","la posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"where_iss.intent","posizione della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  dell' stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  di stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  l' stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  la stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  su stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sull' stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è  sulla stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info dell' stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info della stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info di stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' SSI"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' stazione spaziale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info l' stazione spaziale internazionale"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info la I S S"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info la ISS"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info la S S I"
ovos-skill-iss-location.openvoiceos,"about.intent","cos'è info la SSI"
