domain,intent,utterance
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  passà este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  passà este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  passà hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  passà hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  passà hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics va passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics van passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passaren hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  passà hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  va passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm sobre  van passar avui en la història"
