domain,intent,utterance
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un temporizadores"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alarma"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alarmas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alerta"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha temporizadores"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas alarma"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas alarmas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas alerta"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algunhas temporizadores"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns alarma"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns alarmas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns alerta"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín algúns temporizadores"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un alarma"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un alarmas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un alerta"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín un temporizadores"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alarma"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alarmas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alerta"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha alertas"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha evento"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha eventos"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha lembrete"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha lembretes"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha temporizador"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","perdín unha temporizadores"
ovos-skill-confucius-quotes.openvoiceos,"who.intent","¿Quién es Confucio?"
ovos-skill-confucius-quotes.openvoiceos,"who.intent","¿Quién fue Confucio?"
ovos-skill-days-in-history.openvoiceos,"deaths_in_history.intent","quen morreu hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"births_in_history.intent","quen naceu hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron este día"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron este día na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron hoxe"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron nesta data na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron este día"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron este día na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron hoxe"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron nesta data na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron este día"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron este día na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron hoxe"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron nesta data na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron este día"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron este día na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron hoxe"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron nesta data na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron o {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que  aconteceron o {date} na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron o {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","cóntame que acontecementos históricos aconteceron o {date} na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron o {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que  aconteceron o {date} na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron o {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dime que acontecementos históricos aconteceron o {date} na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","este día na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","hoxe na historia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nesta data na historia"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","cal é a túa lingua predeterminada"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","cal é o idioma do teu sistema"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","cal é o teu idioma por defecto"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","cal é o teu idioma principal"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","dime  o teu idioma"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","dime cal é o teu idioma"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","dime  o teu idioma principal"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","dime cal é o teu idioma principal"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","en que idioma estás configurado"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","que lingua estás a usar"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","cal é a túa localización"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","cal é a túa localización actual"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","dime a túa localización"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","onde estás"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","cales linguas entendes"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","cales linguas falas"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","que linguas entendes"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","que linguas falas"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","cales son os idiomas dispoñibles"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","cales son os idiomas do teu sistema"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","dime todas as túas linguas"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","enumera as túas linguas"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","enumera as túas linguas compatibles"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","enumera as túas linguas dispoñibles"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","idiomas dispoñibles"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","que idiomas estás a usar"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","cal é o uso da túa memoria"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","canta memoria tes dispoñible"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","canto RAM estás a usar"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","diagnóstico de memoria"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","dime o estado da túa memoria"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","uso actual da memoria"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","cales son os teus idiomas adicionais"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","dime as túas linguas adicionais"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","que outras linguas estás a usar"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","que outras linguas tes"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","tes linguas secundarias"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","cal é a carga da CPU"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","cal é o uso da túa CPU"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","canta CPU estás usando"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","canto do teu procesador está en uso"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","carga actual da CPU"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","diagnóstico da CPU"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","dime o uso da túa CPU"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","cal é a versión do teu kernel"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","dime a versión do teu kernel"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","que kernel tes"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","que versión do kernel estás usando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","cal lingua estamos falando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","cal lingua estamos usando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","que lingua estamos falando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","que lingua estamos usando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","cal lingua estou falando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","cal lingua estou usando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","que lingua estou falando"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","que lingua estou usando"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","cal é a miña localización"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","cal é a miña localización actual"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","dime a miña localización"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","onde estou"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","estás usando unha GPU"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","hai unha GPU no teu sistema"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","o teu sistema ten unha GPU"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","tes unha GPU"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar gravación de voz para texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o modo de captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o modo de ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o modo de ditado para {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o modo de transcrición de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar o modo voz para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","activar transcrición de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comeza a toma de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comeza a toma de notas agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comeza a toma de notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comeza agora a toma de notas como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a captura de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a captura de texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a conversión de voz para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a escribir texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a escribir texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a gardar palabras faladas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a gravar palabras como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a gravar texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a gravar texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a recompilación de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a recompilación de notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a toma de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a toma de notas agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a toma de notas agora co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a toma de notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a toma de notas como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a tomar notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a tomar notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a transcribir"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a transcribir como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar a transcribir texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar captura de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar creación da transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar documentación textual"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar transcrición de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","comezar transcrición textual"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a escribir a partir da voz"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a escribir texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a escribir texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a gravar información verbal"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a gravar texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a gravar texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a toma de notas textuais"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a tomar notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a tomar notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a transcribir audio como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a transcribir como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a transcrición"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar a xeración de contidos textuais"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar captura de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","empezar o proceso de transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","grava agora texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","grava texto agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","grava texto agora co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","grava texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar agora texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar texto agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar texto agora co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","gravar texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","habilitar a función de transcrición"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","habilitar transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","habilitar transcrición de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos activar o modo de ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos comezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos comezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos comezar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos empezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos empezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos habilitar a transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos iniciar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","imos iniciar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","inicia a toma de notas agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","inicia a toma de notas agora co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","inicia a toma de notas como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","inicia agora a toma de notas como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a captura de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a captura de texto como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a conversión de voz para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a gravación de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a toma de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a toma de notas agora"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a toma de notas agora co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a toma de notas co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a toma de notas como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a transcrición"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar a transcrición como {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar captura de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar captura de texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar conversión de voz para texto co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar gravación de voz para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar o apuntamento de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar o ditado de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","iniciar o rexistro de notas"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podemos comezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podemos comezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podemos comezar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes activar a transcrición de texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes activar o modo de ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes comezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes comezar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes comezar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes empezar a gardar para texto"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes iniciar o ditado"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","podes iniciar o ditado co nome {name}"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","cancelar a captura de texto"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","cancelar a toma de notas"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","cancelar a transcrición"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","cancelar o ditado"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","desactivar a transcrición de texto"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","desactivar o ditado"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","desactivar o modo de ditado"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","finalizar a captura de texto"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","finalizar a toma de notas"
