domain,intent,utterance
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je raté le chronomètre ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","manquer un rappel"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je raté un événement ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quelle alerte ai-je manquée ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","a manqué un événement"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quelle alarme ai-je manqué ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Alerte à l'oubli"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","n'a pas reçu de rappels"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je raté une minuterie ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué une minuterie ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","événements manqués"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","minuterie manquante"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je manqué des alarmes ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","a manqué un chronomètre"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","rappel de l'absence d'une personne"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué un chronomètre ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué une alerte ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","minuteries manquées"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je oublié des chronométreurs ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué des alarmes ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","manque un chronomètre"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quels sont les chronomètres que j'ai manqués ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","a manqué un minuteur"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué des événements ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quels sont les rappels que j'ai manqués ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quelles alarmes ai-je manquées ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","a manqué un rappel"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué l'alerte ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","manquer un chronomètre"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","minuterie manquée"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","a manqué une alerte"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je manqué une alarme ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","manquer des rappels"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je raté une alerte ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","ai-je raté des chronomètres ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","manquer un événement"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je manqué un événement ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","n'a manqué aucun chronomètre"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quelles sont les alarmes que j'ai manquées ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","rappels d'oublis"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Quelle minuterie ai-je manquée ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je oublié un chronomètre ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","Ai-je oublié une minuterie ?"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","alarme manquée"
ovos-skill-laugh.openvoiceos,"Laugh.intent","ricane"
ovos-skill-laugh.openvoiceos,"Laugh.intent","rire démoniaque"
ovos-skill-laugh.openvoiceos,"Laugh.intent","rire sadique"
ovos-skill-laugh.openvoiceos,"Laugh.intent","rigole comme alexa"
ovos-skill-laugh.openvoiceos,"Laugh.intent","ris comme alexa"
ovos-skill-laugh.openvoiceos,"Laugh.intent","peux tu rigoler ?"
ovos-skill-laugh.openvoiceos,"Laugh.intent","peux tu rire ?"
ovos-skill-laugh.openvoiceos,"RandomLaugh.intent","active le rire aléatoire"
ovos-skill-laugh.openvoiceos,"RandomLaugh.intent","rire aléatoire"
ovos-skill-laugh.openvoiceos,"RandomLaugh.intent","rigole aléatoirement"
ovos-skill-laugh.openvoiceos,"RandomLaugh.intent","ris aléatoirement"
ovos-skill-laugh.openvoiceos,"RandomLaugh.intent","rire aléatoire"
ovos-skill-laugh.openvoiceos,"haunted.intent","As-tu besoin d'un exorcisme"
ovos-skill-laugh.openvoiceos,"haunted.intent","Es-tu hanté?"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","a quel date le film {movie} a été diffusé"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","a quel date le film {movie} a été fait"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","a quel date le film {movie} a été réalisé"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","en quelle année le film {movie} a été diffusé"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","en quelle année le film {movie} a été fait"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","en quelle année le film {movie} a été réalisé"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","quand est-ce que le film {movie} a été diffusé"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","quand est-ce que le film {movie} a été fait"
ovos-skill-moviemaster.openvoiceos,"movie.year.intent","quand est-ce que le film {movie} a été réalisé"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","A quel genre le film {movie} appartient-il?"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","A quels genres le film {movie} appartient-il?"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre est le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre est le films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre est les film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre est les films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre sont le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre sont le films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre sont les film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quel genre sont les films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres est le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres est le films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres est les film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres est les films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres sont le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres sont le films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres sont les film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","De quels genres sont les films {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.genres.intent","Quels sont les genres du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit moi des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit moi des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit moi des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit moi des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit nous des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit nous des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit nous des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","dit nous des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne moi des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne moi des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne moi des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne moi des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne nous des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne nous des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne nous des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","donne nous des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère moi des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère moi des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère moi des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère moi des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère nous des informations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère nous des informations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère nous des infos sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère nous des infos à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","est-ce que tu a des informations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","est-ce que tu a des infos sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","peux-tu récupérer des informations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","peux-tu récupérer des infos sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinfo sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinfo sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinfo à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinfo à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinformations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinformations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinformations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","cherche desinformations à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinfo sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinfo sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinfo à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinfo à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinformations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinformations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinformations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","recherche desinformations à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinfo sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinfo sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinfo à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinfo à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinformations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinformations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinformations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","récupère desinformations à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinfo sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinfo sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinfo à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinfo à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinformations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinformations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinformations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","trouve desinformations à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinfo sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinfo sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinfo à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinfo à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinformations sur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinformations sur le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinformations à propos du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.information.intent","y a t-il desinformations à propos le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.production.intent","quel studio a fait le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.production.intent","quel studio a produit le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.production.intent","qui a fait le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.production.intent","qui a produit le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","De quoi parle le film {movie} ?"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Donne moi le synoptique du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Donne moi une description du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Donne nous le synoptique du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Donne nous une description du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle me du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle me du flick {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle me du movie {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle us du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle us du flick {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.description.intent","Parle us du movie {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des  films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des  films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des  films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des bons films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des bons films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste des bons films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les  films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les  films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les  films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les bons films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les bons films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","liste les bons films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des  films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des  films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des  films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des bons films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des bons films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère des bons films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les  films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les  films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les  films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les bons films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les bons films comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","récupère les bons films similaires au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","quels sont les films que vous recommanderiez comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","quels sont les films que vous recommanderiez comme {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","quels sont les films que vous recommanderiez similaire au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","recommander des films comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","recommander des films similaire au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","recommander des video comme le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.recommendations.intent","recommander des video similaire au film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","liste des films populaires"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","liste les films populaires"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","recherche des films populaires"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","recherche les films populaires"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","quels sont les films populaires du moment qui sont joués"
ovos-skill-moviemaster.openvoiceos,"movie.popular.intent","quels sont les films populaires du moment qui sont sortis"
ovos-skill-moviemaster.openvoiceos,"movie.cast.intent","qui joue dans le film {movie}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","liste les films {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","liste les videos {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","trouve les films {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","trouve les videos {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","liste moi les films du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","liste moi les vidéos du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","trouve moi les films du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.movie.search.intent","trouve moi les vidéos du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","liste les émissions télé {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","liste les émissions {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","récupère les émissions télé {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","récupère les émissions {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","trouve les émissions télé {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","trouve les émissions {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","liste les  émissions télé du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","liste les émissions du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","récupère les  émissions télé du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","récupère les émissions du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","trouve les  émissions télé du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"genre.tv.search.intent","trouve les émissions du genre {genre}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Combien  dure le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Combien de temps dure le film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Obtiens la durée du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Obtiens la longueur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Quelle est la durée du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.runtime.intent","Quelle est la longueur du film {movie}"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","liste le film le plus populaire du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","liste le le film le mieux noté du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","liste le meilleur film du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","quels sont le film le plus populaire du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","quels sont le le film le mieux noté du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","quels sont le meilleur film du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","recherche le film le plus populaire du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","recherche le le film le mieux noté du moment"
ovos-skill-moviemaster.openvoiceos,"movie.top.intent","recherche le meilleur film du moment"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où es-tu né"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où est-ce que tu es né"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où as-tu été conçu"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où as-tu été créé"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où as-tu été fait"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où as-tu été frabriqué"
ovos-skill-personal.OpenVoiceOS,"WhereWereYouBorn.intent","où as-tu été pensé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été assemblé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été conçu"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été créé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été fabriqué"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été fait"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand as-tu été pensé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été assemblé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été conçu"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été créé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été fabriqué"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été fait"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand est-ce que tu as été pensé"
ovos-skill-personal.OpenVoiceOS,"WhenWereYouBorn.intent","quand es-tu né"
ovos-skill-personal.OpenVoiceOS,"WhoMadeYou.intent","par qui as-tu été conçu"
ovos-skill-personal.OpenVoiceOS,"WhoMadeYou.intent","par qui as-tu été créé"
ovos-skill-personal.OpenVoiceOS,"WhoMadeYou.intent","par qui as-tu été fabriqué"
ovos-skill-personal.OpenVoiceOS,"WhoMadeYou.intent","par qui as-tu été fait"
